well_id,results,chemical,date,units,qualifer,rl,latitude,longitude,well_type,source,county
ESJ-13,1,"1,1,1-Trichloroethane",1/13/2005,UG/L,V,0.002,38.02158958,-121.0899425,MUNICIPAL,USGS, San Joaquin County
ESJ-14,25,"1,1,1-Trichloroethane",1/13/2005,UG/L,,0.002,38.14691667,-121.3728056,MUNICIPAL,USGS, San Joaquin County
ESJ-15,0.003,"1,1,1-Trichloroethane",1/25/2005,UG/L,<,0.003,38.01841667,-121.3325833,MUNICIPAL,USGS, San Joaquin County
ESJ-16,2,"1,1,1-Trichloroethane",2/8/2005,UG/L,V,0.002,37.96911111,-121.2241667,MUNICIPAL,USGS, San Joaquin County
ESJ-17,2,"1,1,1-Trichloroethane",2/14/2005,UG/L,V,0.002,37.86172222,-121.0489444,MUNICIPAL,USGS, San Joaquin County
ESJ-18,1,"1,1,1-Trichloroethane",2/15/2005,UG/L,V,0.002,37.932,-121.0160556,MUNICIPAL,USGS, San Joaquin County
ESJ-19,3,"1,1,1-Trichloroethane",2/18/2005,UG/L,,0.002,37.98855556,-121.3073611,MUNICIPAL,USGS, San Joaquin County
ESJ-19:ESJDD-04,33,"1,1,1-Trichloroethane",2/16/2005,UG/L,,0.002,37.98855556,-121.3073611,MUNICIPAL,USGS, San Joaquin County
ESJ-19:ESJDD-05,32,"1,1,1-Trichloroethane",2/17/2005,UG/L,,0.002,37.98855556,-121.3073611,MUNICIPAL,USGS, San Joaquin County
ESJ-19:ESJDD-06,31,"1,1,1-Trichloroethane",2/17/2005,UG/L,,0.002,37.98855556,-121.3073611,MUNICIPAL,USGS, San Joaquin County
ESJFP-07,2,"1,1,1-Trichloroethane",1/10/2005,UG/L,V,0.002,38.03102778,-121.1955556,MUNICIPAL,USGS, San Joaquin County
ESJFP-08,7,"1,1,1-Trichloroethane",1/12/2005,UG/L,,0.002,37.89066667,-121.2498056,MUNICIPAL,USGS, San Joaquin County
ESJFP-09,2,"1,1,1-Trichloroethane",1/12/2005,UG/L,V,0.002,38.04583333,-121.2558611,MUNICIPAL,USGS, San Joaquin County
ESJFP-10,1,"1,1,1-Trichloroethane",1/28/2005,UG/L,V,0.002,38.00080556,-121.2686667,MUNICIPAL,USGS, San Joaquin County
ESJFP-10:ESJDD-01,2,"1,1,1-Trichloroethane",1/26/2005,UG/L,V,0.002,38.00080556,-121.2686667,MUNICIPAL,USGS, San Joaquin County
ESJFP-10:ESJDD-02,1,"1,1,1-Trichloroethane",1/27/2005,UG/L,V,0.002,38.00080556,-121.2686667,MUNICIPAL,USGS, San Joaquin County
ESJFP-10:ESJDD-03,1,"1,1,1-Trichloroethane",1/27/2005,UG/L,V,0.002,38.00080556,-121.2686667,MUNICIPAL,USGS, San Joaquin County
ESJMW-01,4,"1,1,1-Trichloroethane",2/1/2005,UG/L,,0.002,38.00119444,-121.2683611,MUNICIPAL,USGS, San Joaquin County
ESJMW-02,2,"1,1,1-Trichloroethane",2/2/2005,UG/L,V,0.002,38.00119444,-121.2683611,MUNICIPAL,USGS, San Joaquin County
ESJMW-03,2,"1,1,1-Trichloroethane",2/3/2005,UG/L,V,0.002,38.00119444,-121.2683611,MUNICIPAL,USGS, San Joaquin County
GIL-01,0.002,"1,1,1-Trichloroethane",8/11/2008,MG/L,<,0.002,37.13219444,-121.631,MUNICIPAL,USGS, Santa Clara County
GIL-02,0.002,"1,1,1-Trichloroethane",8/12/2008,MG/L,<,0.002,37.01108333,-121.5559444,MUNICIPAL,USGS, Santa Clara County
GIL-03,7,"1,1,1-Trichloroethane",8/13/2008,UG/L,,0.002,36.87027778,-121.4327222,MUNICIPAL,USGS, San Benito County
GIL-04,89,"1,1,1-Trichloroethane",8/13/2008,UG/L,,0.002,36.86384273,-121.3727116,MUNICIPAL,USGS, San Benito County
GIL-05,0.002,"1,1,1-Trichloroethane",8/13/2008,MG/L,<,0.002,36.83930556,-121.5269167,MUNICIPAL,USGS, San Benito County
GIL-06,0.002,"1,1,1-Trichloroethane",8/14/2008,MG/L,<,0.002,36.94836111,-121.4111944,MUNICIPAL,USGS, San Benito County
GIL-07,0.002,"1,1,1-Trichloroethane",8/14/2008,MG/L,<,0.002,36.97108333,-121.5612778,MUNICIPAL,USGS, Santa Clara County
GIL-08,2,"1,1,1-Trichloroethane",8/14/2008,UG/L,<,0.002,37.07605556,-121.5995556,MUNICIPAL,USGS, Santa Clara County
GIL-09,1,"1,1,1-Trichloroethane",8/18/2008,UG/L,=,0.002,37.05444444,-121.5873611,MUNICIPAL,USGS, Santa Clara County
GIL-10,2,"1,1,1-Trichloroethane",8/18/2008,UG/L,,0.002,37.12063889,-121.5958889,MUNICIPAL,USGS, Santa Clara County
GIL-11,2,"1,1,1-Trichloroethane",8/19/2008,UG/L,=,0.002,37.00102778,-121.5216389,MUNICIPAL,USGS, Santa Clara County
GIL-12,0.002,"1,1,1-Trichloroethane",8/19/2008,MG/L,<,0.002,36.87716667,-121.5635278,MUNICIPAL,USGS, San Benito County
GIL-13,0.009,"1,1,1-Trichloroethane",8/19/2008,MG/L,,0.002,36.76841667,-121.3055278,MUNICIPAL,USGS, San Benito County
GIL-14,57,"1,1,1-Trichloroethane",8/20/2008,UG/L,,0.002,36.83422222,-121.4229722,MUNICIPAL,USGS, San Benito County
GIL-15,51,"1,1,1-Trichloroethane",8/21/2008,UG/L,,0.002,36.92091667,-121.3583056,MUNICIPAL,USGS, San Benito County
GIL-16,6,"1,1,1-Trichloroethane",8/21/2008,UG/L,,0.002,36.88819444,-121.3956667,MUNICIPAL,USGS, San Benito County
GIL-17,0.002,"1,1,1-Trichloroethane",8/21/2008,MG/L,<,0.002,36.83788889,-121.3913611,MUNICIPAL,USGS, San Benito County
GILU-01,2,"1,1,1-Trichloroethane",8/11/2008,UG/L,<,0.002,37.11519444,-121.6364722,MUNICIPAL,USGS, Santa Clara County
GILU-02,0.007,"1,1,1-Trichloroethane",8/12/2008,MG/L,,0.002,37.01116667,-121.5558056,MUNICIPAL,USGS, Santa Clara County
GILU-03,0.003,"1,1,1-Trichloroethane",10/27/2008,MG/L,,0.002,37.02375,-121.5626667,MUNICIPAL,USGS, Santa Clara County
GILU-04,2,"1,1,1-Trichloroethane",10/27/2008,UG/L,<,0.002,37.02375,-121.5626667,MUNICIPAL,USGS, Santa Clara County
GILU-05,0.08,"1,1,1-Trichloroethane",10/27/2008,MG/L,,0.002,37.02375,-121.5626667,MUNICIPAL,USGS, Santa Clara County
HR-PR-01,0.001,"1,1,1-Trichloroethane",8/22/2011,MG/L,<,0.001,33.07425,-116.8035556,MUNICIPAL,USGS, San Diego County
HR-PR-02,4,"1,1,1-Trichloroethane",8/23/2011,UG/L,,0.001,33.54241667,-116.7228333,MUNICIPAL,USGS, Riverside County
HR-PR-03,5,"1,1,1-Trichloroethane",8/23/2011,UG/L,,0.001,33.33644444,-116.8955278,MUNICIPAL,USGS, San Diego County
HR-PR-04,7,"1,1,1-Trichloroethane",8/24/2011,UG/L,,0.001,33.2305,-116.7618611,MUNICIPAL,USGS,San Diego County
HR-PR-05,0.001,"1,1,1-Trichloroethane",8/24/2011,MG/L,<,0.001,33.11641667,-116.6058333,MUNICIPAL,USGS, San Diego County
HR-PR-06,37,"1,1,1-Trichloroethane",8/25/2011,UG/L,,0.001,32.73302778,-116.49075,MUNICIPAL,USGS, San Diego County
HR-PR-07,67,"1,1,1-Trichloroethane",8/29/2011,UG/L,,0.001,33.07986111,-117.1149444,MUNICIPAL,USGS, San Diego County
HR-PR-08,1,"1,1,1-Trichloroethane",8/30/2011,UG/L,,0.001,33.55330556,-117.4735833,MUNICIPAL,USGS, Orange County
HR-PR-09,3,"1,1,1-Trichloroethane",8/31/2011,UG/L,,0.001,32.96230556,-116.5837222,MUNICIPAL,USGS, San Diego County
HR-PR-10,9,"1,1,1-Trichloroethane",9/13/2011,UG/L,,0.001,33.04405556,-116.6179444,MUNICIPAL,USGS, San Diego County
HR-PR-11,0.001,"1,1,1-Trichloroethane",9/13/2011,MG/L,<,0.001,33.06086111,-116.9111944,MUNICIPAL,USGS, San Diego County
HR-PR-12,0.001,"1,1,1-Trichloroethane",9/14/2011,MG/L,<,0.001,33.39347222,-117.1882222,MUNICIPAL,USGS, San Diego County
HR-PR-13,14,"1,1,1-Trichloroethane",9/14/2011,UG/L,,0.001,33.57669444,-116.9961389,MUNICIPAL,USGS, Riverside County
HR-PR-14,5,"1,1,1-Trichloroethane",9/15/2011,UG/L,,0.001,32.71813889,-116.6775833,MUNICIPAL,USGS, San Diego County
HR-PR-15,1,"1,1,1-Trichloroethane",9/20/2011,UG/L,<,0.001,33.31827778,-116.85375,MUNICIPAL,USGS, San Diego County
HR-PR-16,128,"1,1,1-Trichloroethane",9/21/2011,UG/L,,0.001,32.65141667,-116.8554444,MUNICIPAL,USGS, San Diego County
HR-PR-17,2,"1,1,1-Trichloroethane",9/21/2011,UG/L,,0.001,32.64313889,-116.4876389,MUNICIPAL,USGS, San Diego County
HR-PR-18,0.001,"1,1,1-Trichloroethane",9/22/2011,MG/L,<,0.001,33.16588889,-116.9960556,MUNICIPAL,USGS, San Diego County
HR-PR-19,0.001,"1,1,1-Trichloroethane",10/3/2011,MG/L,<,0.001,32.77727778,-116.4483611,MUNICIPAL,USGS, San Diego County
HR-PR-20,2,"1,1,1-Trichloroethane",10/4/2011,UG/L,,0.001,33.61138889,-117.5104722,MUNICIPAL,USGS, Orange County
HR-PR-21,37,"1,1,1-Trichloroethane",10/17/2011,UG/L,,0.001,32.718,-116.8113889,MUNICIPAL,USGS, San Diego County
HR-PR-22,16,"1,1,1-Trichloroethane",10/31/2011,UG/L,,0.001,32.85022222,-116.5531944,MUNICIPAL,USGS, San Diego County
HR-PR-23,0.001,"1,1,1-Trichloroethane",10/31/2011,MG/L,<,0.001,32.90455556,-116.6322222,MUNICIPAL,USGS, San Diego County
HR-PR-24,6,"1,1,1-Trichloroethane",11/1/2011,UG/L,,0.001,33.45666667,-117.2987222,MUNICIPAL,USGS, San Diego County
HR-PR-25,0.001,"1,1,1-Trichloroethane",11/1/2011,MG/L,<,0.001,33.57494444,-117.3056667,MUNICIPAL,USGS, Riverside County
HR-PR-26,65,"1,1,1-Trichloroethane",11/2/2011,UG/L,,0.001,33.0785,-117.1645556,MUNICIPAL,USGS, San Diego County
HR-PR-27,1,"1,1,1-Trichloroethane",11/3/2011,UG/L,<,0.001,33.18958333,-116.6356389,MUNICIPAL,USGS, San Diego County
HR-PR-28,21,"1,1,1-Trichloroethane",11/14/2011,UG/L,,0.001,33.64072222,-116.8085556,MUNICIPAL,USGS,Riverside County
HR-PR-29,0.001,"1,1,1-Trichloroethane",11/15/2011,MG/L,<,0.001,33.60888889,-116.4366944,MUNICIPAL,USGS, Riverside County
HR-PR-30,5,"1,1,1-Trichloroethane",11/16/2011,UG/L,,0.001,33.70586111,-116.6496111,MUNICIPAL,USGS, Riverside County
HR-PR-31,0.001,"1,1,1-Trichloroethane",11/16/2011,MG/L,<,0.001,33.75547222,-116.70325,MUNICIPAL,USGS, Riverside County
HR-PR-32,0.001,"1,1,1-Trichloroethane",11/17/2011,MG/L,<,0.001,33.58583333,-116.4735,MUNICIPAL,USGS, Riverside County
HR-PR-33,6,"1,1,1-Trichloroethane",11/28/2011,UG/L,,0.001,32.66755556,-116.2946667,MUNICIPAL,USGS, San Diego County
HR-PR-34,4,"1,1,1-Trichloroethane",11/28/2011,UG/L,,0.001,32.68313889,-116.2585556,MUNICIPAL,USGS, San Diego County
HR-PR-35,0.001,"1,1,1-Trichloroethane",11/29/2011,MG/L,<,0.001,33.86672222,-116.7903889,MUNICIPAL,USGS, Riverside County
HR-PR-36,0.001,"1,1,1-Trichloroethane",11/29/2011,MG/L,<,0.001,33.78322222,-116.7458611,MUNICIPAL,USGS, Riverside County
HR-PRFP-01,16,"1,1,1-Trichloroethane",1/9/2012,UG/L,,0.001,32.84580556,-116.6120278,MUNICIPAL,USGS, San Diego County
HR-PRFP-02,9,"1,1,1-Trichloroethane",1/9/2012,UG/L,,0.001,32.77527778,-116.9085,MUNICIPAL,USGS, San Diego County
HR-PRFP-03,0.001,"1,1,1-Trichloroethane",1/10/2012,MG/L,<,0.001,32.82341667,-116.6479722,MUNICIPAL,USGS, San Diego County
HR-PRFP-04,3,"1,1,1-Trichloroethane",1/10/2012,UG/L,,0.001,32.80275,-116.8047222,MUNICIPAL,USGS, San Diego County
HR-PRFP-05,0.001,"1,1,1-Trichloroethane",1/11/2012,MG/L,<,0.001,32.81258333,-116.73125,MUNICIPAL,USGS, San Diego County
HR-PRFP-06,84,"1,1,1-Trichloroethane",1/11/2012,UG/L,,0.001,32.81497222,-116.7273333,MUNICIPAL,USGS, San Diego County
HR-PRFP-07,6,"1,1,1-Trichloroethane",1/12/2012,UG/L,,0.001,32.93794444,-116.5495,MUNICIPAL,USGS, San Diego County
HR-PRFP-08,8,"1,1,1-Trichloroethane",1/24/2012,UG/L,,0.001,32.92977778,-116.5572778,MUNICIPAL,USGS, San Diego County
HR-PRFP-09,42,"1,1,1-Trichloroethane",1/25/2012,UG/L,,0.001,32.77077778,-116.8776389,MUNICIPAL,USGS, San Diego County
HR-PRFP-10,0.003,"1,1,1-Trichloroethane",1/26/2012,MG/L,,0.001,32.87225,-116.6268611,MUNICIPAL,USGS, San Diego County
HR-PRFP-11,34,"1,1,1-Trichloroethane",2/21/2012,UG/L,,0.001,32.67580556,-116.9973889,MUNICIPAL,USGS, San Diego County
HR-PRFP-12,0.001,"1,1,1-Trichloroethane",2/22/2012,MG/L,<,0.001,32.78130556,-116.8493889,MUNICIPAL,USGS, San Diego County
HR-PRFP-13,0.118,"1,1,1-Trichloroethane",3/8/2012,MG/L,,0.001,32.71597222,-116.9314167,MUNICIPAL,USGS, San Diego County
HR-PRU-01,2,"1,1,1-Trichloroethane",9/20/2011,UG/L,,0.001,33.31838889,-116.8539444,MUNICIPAL,USGS, San Diego County
HR-SC-01,1,"1,1,1-Trichloroethane",3/28/2011,UG/L,<,0.001,37.55016667,-122.49675,MUNICIPAL,USGS, San Mateo County
HR-SC-02,0.008,"1,1,1-Trichloroethane",3/29/2011,MG/L,,0.001,37.29211111,-122.3786389,MUNICIPAL,USGS, San Mateo County
HR-SC-03,195,"1,1,1-Trichloroethane",3/29/2011,UG/L,,0.001,37.15961111,-122.3323333,MUNICIPAL,USGS, San Mateo County
HR-SC-04,0.006,"1,1,1-Trichloroethane",3/30/2011,MG/L,,0.001,37.37680556,-122.257,MUNICIPAL,USGS, San Mateo County
HR-SC-05,0.001,"1,1,1-Trichloroethane",3/31/2011,MG/L,<,0.001,37.12644444,-122.1719722,MUNICIPAL,USGS, Santa Cruz County
HR-SC-06,1,"1,1,1-Trichloroethane",4/4/2011,UG/L,,0.001,37.21866667,-122.2433056,MUNICIPAL,USGS, San Mateo County
HR-SC-07,0.005,"1,1,1-Trichloroethane",4/4/2011,MG/L,,0.001,37.37708333,-122.3954722,MUNICIPAL,USGS, San Mateo County
HR-SC-08,0.001,"1,1,1-Trichloroethane",4/5/2011,MG/L,<,0.001,37.19375,-122.0178889,MUNICIPAL,USGS, Santa Clara County
HR-SC-09,0.001,"1,1,1-Trichloroethane",4/5/2011,MG/L,<,0.001,37.16991667,-121.9755,MUNICIPAL,USGS, Santa Clara County
HR-SC-10,1,"1,1,1-Trichloroethane",4/6/2011,UG/L,<,0.001,37.23441667,-122.1062778,MUNICIPAL,USGS, Santa Clara County
HR-SC-11,1,"1,1,1-Trichloroethane",4/6/2011,UG/L,<,0.001,37.29733333,-122.1041667,MUNICIPAL,USGS, Santa Clara County
HR-SC-12,0.001,"1,1,1-Trichloroethane",4/7/2011,MG/L,<,0.001,37.17169444,-121.7770833,MUNICIPAL,USGS,Calero County Park
HR-SC-13,0.001,"1,1,1-Trichloroethane",4/18/2011,MG/L,<,0.001,37.08344444,-121.7878333,MUNICIPAL,USGS, Santa Clara County
HR-SC-14,7,"1,1,1-Trichloroethane",4/19/2011,UG/L,,0.001,37.14322222,-121.9763611,MUNICIPAL,USGS, Santa Clara County
HR-SC-15,0.001,"1,1,1-Trichloroethane",4/19/2011,MG/L,<,0.001,37.03252778,-122.0973333,MUNICIPAL,USGS, Santa Clara County
HR-SC-16,2,"1,1,1-Trichloroethane",4/20/2011,UG/L,,0.001,37.13888889,-122.1562778,MUNICIPAL,USGS, Santa Cruz County
HR-SC-17,1,"1,1,1-Trichloroethane",4/20/2011,UG/L,,0.001,37.09578075,-122.059685,MUNICIPAL,USGS, Santa Cruz County
HR-SC-18,5,"1,1,1-Trichloroethane",4/21/2011,UG/L,,0.001,37.04425,-122.0491389,MUNICIPAL,USGS, Santa Cruz County
HR-SC-19,0.002,"1,1,1-Trichloroethane",4/21/2011,MG/L,<,0.001,37.05689316,-122.2238583,MUNICIPAL,USGS, Santa Cruz County
HR-SC-20,0.001,"1,1,1-Trichloroethane",5/2/2011,MG/L,<,0.001,37.32752778,-122.3881111,MUNICIPAL,USGS, Santa Cruz County
HR-SC-21,0.001,"1,1,1-Trichloroethane",5/2/2011,MG/L,<,0.001,37.30555556,-122.2552778,MUNICIPAL,USGS, San Mateo County
HR-SC-22,9,"1,1,1-Trichloroethane",5/3/2011,UG/L,,0.001,37.04027778,-121.7519167,MUNICIPAL,USGS, San Mateo County
HR-SC-23,0.002,"1,1,1-Trichloroethane",5/3/2011,MG/L,,0.001,37.00713889,-121.7095556,MUNICIPAL,USGS, Santa Clara County
HR-SC-24,0.002,"1,1,1-Trichloroethane",5/4/2011,MG/L,,0.001,36.90108333,-121.5902222,MUNICIPAL,USGS, Santa Clara County
HR-SC-25,1,"1,1,1-Trichloroethane",5/5/2011,UG/L,<,0.001,37.08177778,-122.0694167,MUNICIPAL,USGS, San Benito County
HR-SG-01,0.001,"1,1,1-Trichloroethane",5/16/2011,MG/L,<,0.001,34.56452778,-118.4743333,MUNICIPAL,USGS, Santa Cruz County
HR-SG-02,0.001,"1,1,1-Trichloroethane",5/16/2011,MG/L,,0.001,34.64036111,-118.5000278,MUNICIPAL,USGS, Los Angeles County
HR-SG-03,4,"1,1,1-Trichloroethane",5/17/2011,UG/L,,0.001,34.43922222,-118.2885833,MUNICIPAL,USGS, Los Angeles County
HR-SG-04,1,"1,1,1-Trichloroethane",5/18/2011,UG/L,,0.001,34.51105556,-118.3558611,MUNICIPAL,USGS, Los Angeles County
HR-SG-05,1,"1,1,1-Trichloroethane",5/19/2011,UG/L,,0.001,34.68322222,-118.4618889,MUNICIPAL,USGS, Los Angeles County
HR-SG-06,0.001,"1,1,1-Trichloroethane",5/23/2011,MG/L,<,0.001,34.24822222,-118.2266667,MUNICIPAL,USGS, Los Angeles County
HR-SG-07,0.001,"1,1,1-Trichloroethane",5/23/2011,MG/L,<,0.001,34.27825,-118.1655556,MUNICIPAL,USGS, Los Angeles County
HR-SG-08,0.001,"1,1,1-Trichloroethane",5/24/2011,MG/L,,0.001,34.43761111,-118.3188611,MUNICIPAL,USGS, Los Angeles County
HR-SG-09,38,"1,1,1-Trichloroethane",5/25/2011,UG/L,,0.001,34.46555556,-118.4797778,MUNICIPAL,USGS, Los Angeles County
HR-SG-10,0.001,"1,1,1-Trichloroethane",5/25/2011,MG/L,<,0.001,34.73525,-118.5994167,MUNICIPAL,USGS, Los Angeles County
HR-SG-11,0.001,"1,1,1-Trichloroethane",5/26/2011,MG/L,<,0.001,34.70908333,-118.5580278,MUNICIPAL,USGS, Los Angeles County
HR-SG-12,1,"1,1,1-Trichloroethane",7/11/2011,UG/L,<,0.001,34.2345,-118.0626667,MUNICIPAL,USGS, Los Angeles County
HR-SG-13,0.001,"1,1,1-Trichloroethane",7/12/2011,MG/L,,0.001,34.39130556,-117.7274444,MUNICIPAL,USGS, Los Angeles County
HR-SG-14,0.002,"1,1,1-Trichloroethane",7/12/2011,MG/L,,0.001,34.37583333,-117.7221944,MUNICIPAL,USGS, Los Angeles County
HR-SG-15,1,"1,1,1-Trichloroethane",7/13/2011,UG/L,<,0.001,34.32277778,-117.8318889,MUNICIPAL,USGS, Los Angeles County
HR-SG-16,0.001,"1,1,1-Trichloroethane",7/13/2011,MG/L,<,0.001,34.19516667,-118.0298333,MUNICIPAL,USGS, Los Angeles County
HR-SG-17,1,"1,1,1-Trichloroethane",7/14/2011,UG/L,<,0.001,34.34488889,-117.9683056,MUNICIPAL,USGS, Los Angeles County
HR-SG-18,2,"1,1,1-Trichloroethane",7/18/2011,UG/L,,0.001,34.32913889,-118.1194722,MUNICIPAL,USGS, Los Angeles County
HR-SG-19,3,"1,1,1-Trichloroethane",7/18/2011,UG/L,,0.001,34.39555556,-118.0745556,MUNICIPAL,USGS, Los Angeles County
HR-SG-20,0.001,"1,1,1-Trichloroethane",7/19/2011,MG/L,<,0.001,34.41372222,-117.8261389,MUNICIPAL,USGS, Los Angeles County
HR-SG-21,1,"1,1,1-Trichloroethane",7/20/2011,UG/L,,0.001,34.39202778,-118.1666667,MUNICIPAL,USGS, Los Angeles County
HR-SG-22,38,"1,1,1-Trichloroethane",7/21/2011,UG/L,,0.001,34.50163889,-118.4531389,MUNICIPAL,USGS,Los Angeles County
HR-SG-23,1,"1,1,1-Trichloroethane",7/25/2011,UG/L,,0.001,34.23322222,-117.4943333,MUNICIPAL,USGS, Los Angeles County
HR-SG-24,5,"1,1,1-Trichloroethane",7/26/2011,UG/L,,0.001,34.33069444,-118.3178889,MUNICIPAL,USGS, San Bernardino County
HR-SG-25,0.001,"1,1,1-Trichloroethane",7/27/2011,MG/L,<,0.001,34.22052778,-117.4231944,MUNICIPAL,USGS, Los Angeles County
HR-SG-26,1,"1,1,1-Trichloroethane",7/28/2011,UG/L,<,0.001,34.23841667,-117.8231667,MUNICIPAL,USGS, San Bernardino County
HR-SG-27,0.001,"1,1,1-Trichloroethane",8/1/2011,MG/L,<,0.001,34.35002778,-117.9851111,MUNICIPAL,USGS, Los Angeles County
HR-SG-28,1,"1,1,1-Trichloroethane",8/2/2011,UG/L,<,0.001,34.175,-117.5833472,MUNICIPAL,USGS, Los Angeles County
HR-SG-29,1,"1,1,1-Trichloroethane",8/3/2011,UG/L,<,0.001,34.27508889,-117.6154444,MUNICIPAL,USGS, San Bernardino County
HR-SG-30,0.001,"1,1,1-Trichloroethane",8/3/2011,MG/L,<,0.001,34.27066667,-117.6191944,MUNICIPAL,USGS, San Bernardino County
HR-SG-31,4,"1,1,1-Trichloroethane",8/17/2011,UG/L,,0.001,34.61605556,-118.4407222,MUNICIPAL,USGS, San Bernardino County
HR-SG-32,0.001,"1,1,1-Trichloroethane",8/18/2011,MG/L,<,0.001,34.316,-118.0225,MUNICIPAL,USGS, Los Angeles County
HR-SG-33,2,"1,1,1-Trichloroethane",1/31/2012,UG/L,,0.001,34.48872222,-118.3249722,MUNICIPAL,USGS, Los Angeles County
HR-SGU-01,2,Aluminum,5/18/2011,UG/L,,0.001,34.5195,-118.3178889,MUNICIPAL,USGS, Los Angeles County
HR-SGU-02,0.001,"1,1,1-Trichloroethane",8/2/2011,MG/L,<,0.001,34.20288889,-117.5853083,MUNICIPAL,USGS, Los Angeles County
HR-SGU-03,1,"1,1,1-Trichloroethane",8/15/2011,UG/L,<,0.001,34.23197222,-117.6574444,MUNICIPAL,USGS, San Bernardino County
HR-SGU-04,1,"1,1,1-Trichloroethane",8/16/2011,UG/L,<,0.001,34.27236111,-117.6245278,MUNICIPAL,USGS, Los Angeles County
HWY99T-01,1,"1,1,1-Trichloroethane",10/25/2005,UG/L,=,0.002,36.82183333,-119.8895833,MUNICIPAL,USGS, San Bernardino County
KERN-01,0.003,"1,1,1-Trichloroethane",1/9/2006,UG/L,<,0.003,34.98752778,-119.1851111,MUNICIPAL,USGS, Fresno County
KERN-02,0.003,"1,1,1-Trichloroethane",1/10/2006,UG/L,<,0.003,35.21336111,-118.8250833,MUNICIPAL,USGS,Kern County
KERN-03,0.003,"1,1,1-Trichloroethane",1/10/2006,UG/L,<,0.003,35.23872222,-118.9141667,MUNICIPAL,USGS, Kern County
KERN-04,0.003,"1,1,1-Trichloroethane",1/10/2006,UG/L,<,0.003,35.34397222,-119.0010556,MUNICIPAL,USGS, Kern County
KERN-05,0.003,"1,1,1-Trichloroethane",1/11/2006,UG/L,<,0.003,35.50011111,-119.6033056,MUNICIPAL,USGS, Kern County
KERN-06,0.0028,"1,1,1-Trichloroethane",1/11/2006,UG/L,<,0.0028,35.71527778,-119.4273056,MUNICIPAL,USGS, Kern County
KERN-07,0.003,"1,1,1-Trichloroethane",1/11/2006,UG/L,<,0.003,35.7745,-119.2627778,MUNICIPAL,USGS, Kern County
KERN-08,0.0028,"1,1,1-Trichloroethane",1/12/2006,UG/L,<,0.0028,35.41691667,-119.4253611,MUNICIPAL,USGS, Kern County
KERN-09,0.003,"1,1,1-Trichloroethane",1/23/2006,UG/L,<,0.003,35.33205556,-119.36275,MUNICIPAL,USGS, Kern County
KERN-10,0.003,"1,1,1-Trichloroethane",1/23/2006,UG/L,<,0.003,35.15458333,-119.1641667,MUNICIPAL,USGS, Kern County
KERN-11,0.017,"1,1,1-Trichloroethane",1/23/2006,UG/L,<,0.017,35.60072222,-119.1356667,MUNICIPAL,USGS, Kern County
KERN-12,0.003,"1,1,1-Trichloroethane",1/24/2006,UG/L,<,0.003,35.48605556,-119.5375278,MUNICIPAL,USGS, Kern County
KERN-13,0.003,"1,1,1-Trichloroethane",1/24/2006,UG/L,<,0.003,35.59102778,-119.4108889,MUNICIPAL,USGS, Kern County
KERN-14,0.003,"1,1,1-Trichloroethane",1/25/2006,UG/L,<,0.003,35.51272222,-119.109,MUNICIPAL,USGS, Kern County
KERN-15,0.003,"1,1,1-Trichloroethane",2/6/2006,UG/L,<,0.003,35.27302778,-119.0207222,MUNICIPAL,USGS, Kern County
KERN-16,0.003,"1,1,1-Trichloroethane",2/6/2006,UG/L,<,0.003,35.39088889,-119.5020833,MUNICIPAL,USGS, Kern County
KERN-17,0.003,"1,1,1-Trichloroethane",2/9/2006,UG/L,<,0.003,35.32480556,-119.0529722,MUNICIPAL,USGS, Kern County
KERN-18,0.003,"1,1,1-Trichloroethane",2/9/2006,UG/L,<,0.003,35.32452778,-119.1282778,MUNICIPAL,USGS, Kern County
KERN-19,0.003,"1,1,1-Trichloroethane",2/9/2006,UG/L,<,0.003,35.41186111,-119.0941667,MUNICIPAL,USGS, Kern County
KERN-20,0.003,"1,1,1-Trichloroethane",2/13/2006,UG/L,<,0.003,35.22933333,-119.2565833,MUNICIPAL,USGS, Kern County
KERN-21,0.003,"1,1,1-Trichloroethane",2/13/2006,UG/L,<,0.003,35.47183333,-119.4391389,MUNICIPAL,USGS, Kern County
KERN-22,0.003,"1,1,1-Trichloroethane",2/13/2006,UG/L,<,0.003,35.4415,-119.0294444,MUNICIPAL,USGS, Kern County
KERN-23,0.003,"1,1,1-Trichloroethane",2/16/2006,UG/L,<,0.003,35.40533333,-119.6155278,MUNICIPAL,USGS, Kern County
KERN-24,0.003,"1,1,1-Trichloroethane",2/16/2006,UG/L,<,0.003,35.59347222,-119.4739167,MUNICIPAL,USGS,Kern County
KERN-25,0.003,"1,1,1-Trichloroethane",2/27/2006,UG/L,<,0.003,35.25241667,-118.8444722,MUNICIPAL,USGS, Kern County
KERN-26,0.003,"1,1,1-Trichloroethane",2/27/2006,UG/L,<,0.003,35.22838889,-119.0908611,MUNICIPAL,USGS, Kern County
KERN-27,0.003,"1,1,1-Trichloroethane",2/27/2006,UG/L,<,0.003,35.51388889,-119.3235556,MUNICIPAL,USGS, Kern County
KERN-28,0.003,"1,1,1-Trichloroethane",2/27/2006,UG/L,<,0.003,35.49988889,-119.1472778,MUNICIPAL,USGS, Kern County
